fid,BAUMNUMMER,FID_ANLAGE,BAUMART_K,BAUMART_L,BAUMART_D,EIGENTUEMER,PFLEGEZUSTAENDIGKEIT,PFLEGESTUFE,BAUMSTATUS,PFLANZJAHR,FALLDATUM,SCHUTZART,KATEGORIE,BAUMHOEHE,MINDESTBAUMHOEHE,KRONE,KRONENDURCHMESSER,MINDESTDURCHMESSER,BAUMTYP,LAGEGENAUIGKEIT,FORMSCHNITT,$GEOMETRY1,Z,BREITENGRAD,LAENGENGRAD,DATE_CREATED,DATE_MODIFED,$SQLLABEL1,X,Y
760950,22186,Verkehrsgrün kommunal. Waldegg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1998,,,Laubbaum,8,25,grosskronig,4,12,Strassenbaum,VA,NEIN,2699376.32 / 1259905.72,463.894,47.48240444,8.75714964,"09.11.2016","03.12.2025",false,2699376.32,1259905.72
760954,22183,Verkehrsgrün kommunal. Waldegg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1998,,,Laubbaum,8,25,grosskronig,3,12,Strassenbaum,VA,NEIN,2699379.94 / 1259940.46,463.154,47.48271627,8.75720544,"09.11.2016","03.12.2025",false,2699379.94,1259940.46
760958,22289,Rosental Alterszentrum,pape,Parrotia persica ,Eisenholzbaum. Parrotie,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1982,,,Laubbaum,8,4,grosskronig,6,8,Strassenbaum,VA,NEIN,2696693.71 / 1262991.48,446.565,47.51055373,8.7222326,"09.11.2016","03.04.2025",false,2696693.71,1262991.48
760962,22224,Verkehrsgrün kommunal. Lind,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1975,,,Laubbaum,18,20,grosskronig,8,12,Strassenbaum,VA,NEIN,2697853.05 / 1262438.90,462.105,47.50541303,8.7374987,"09.11.2016","03.04.2025",false,2697853.05,1262438.9
760966,22204,Verkehrsgrün kommunal. Lind,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1970,,,Laubbaum,9,20,grosskronig,5,10,Strassenbaum,VA,NEIN,2697197.85 / 1262446.65,0.166,47.50557988,8.72880501,"09.11.2016","03.04.2025",false,2697197.85,1262446.65
760970,21985,Verkehrsgrün kommunal. Talacker,fror,Fraxinus ornus ,Manna-. Blumenesche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1985,,,Laubbaum,12,15,grosskronig,11,8,Strassenbaum,VA,NEIN,2699195.09 / 1262700.10,471.577,47.50756073,8.75536738,"09.11.2016","03.04.2025",false,2699195.09,1262700.1
760974,21986,Verkehrsgrün kommunal. Talacker,fror,Fraxinus ornus ,Manna-. Blumenesche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1985,,,Laubbaum,12,15,grosskronig,10,8,Strassenbaum,VA,NEIN,2699227.20 / 1262734.68,470.005,47.50786685,8.75580117,"09.11.2016","03.04.2025",false,2699227.2,1262734.68
760978,22130,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1965,,,Laubbaum,11,20,grosskronig,13,12,Strassenbaum,VA,NEIN,2699800.08 / 1261681.43,457.065,47.49830867,8.76316851,"09.11.2016","03.12.2025",false,2699800.08,1261681.43
760982,22135,Schiessanlage Ohrbühl,aehb,Aesculus hippocastanum 'Baumanii',Gefülltblühende Rosskastanie,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,10,20,grosskronig,7,12,Strassenbaum,VA,NEIN,2699807.57 / 1261682.89,456.793,47.49832063,8.76326826,"09.11.2016","03.12.2025",false,2699807.57,1261682.89
760986,22091,Verkehrsgrün überkommunal. Grüze,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,20,grosskronig,3,12,Strassenbaum,VA,NEIN,2699797.88 / 1261722.09,457.048,47.49867465,8.76314846,"09.11.2016","03.12.2025",false,2699797.88,1261722.09
760990,22188,Verkehrsgrün kommunal. Ganzenbühl,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1997,,,Laubbaum,12,25,grosskronig,7,12,Strassenbaum,VA,NEIN,2699584.20 / 1259908.48,464.533,47.48239787,8.75990786,"09.11.2016","03.12.2025",false,2699584.2,1259908.48
760998,22187,Verkehrsgrün kommunal. Waldegg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1995,,,Laubbaum,11,25,grosskronig,5.5,12,Strassenbaum,VA,NEIN,2699383.46 / 1259902.34,464.109,47.482373,8.75724362,"09.11.2016","03.12.2025",false,2699383.46,1259902.34
761002,22219,Königshof Alterstreff,acpg,Acer platanoides 'Globosum',Kugelahorn. kugelförmiger Spitzahorn,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1982,,,Laubbaum,10,8,grosskronig,9,5,Parkbaum,VA,NEIN,2697059.99 / 1261625.74,441.656,47.49821805,8.72679663,"09.11.2016","03.04.2025",false,2697059.99,1261625.74
761010,22235,Verkehrsgrün kommunal. Altstadt,fror,Fraxinus ornus ,Manna-. Blumenesche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1996,,,Laubbaum,6,15,grosskronig,6,8,Strassenbaum,VA,NEIN,2697477.10 / 1261839.22,444.336,47.50007608,8.73237818,"09.11.2016","03.04.2025",false,2697477.1,1261839.22
761018,22013,Verkehrsgrün kommunal. Lind,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,1910,,Vertrag,Laubbaum,18,25,grosskronig,16,12,Strassenbaum,VA,NEIN,2697305.69 / 1262533.50,444.671,47.50634491,8.7302552,"09.11.2016",21.06.2025,false,2697305.69,1262533.5
761022,22008,ST9494 (SBB),rops,Robinia pseudoacacia ,Robinie. Scheinakazie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1970,,,Laubbaum,11,15,grosskronig,7,10,Strassenbaum,VA,NEIN,2697166.73 / 1262428.79,441.167,47.50542386,8.72838812,"09.11.2016","03.04.2025",false,2697166.73,1262428.79
761026,22045,Verkehrsgrün überkommunal. Lind,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1999,,Schutzverfügung,Laubbaum,15,25,grosskronig,13,12,Strassenbaum,VA,NEIN,2697552.68 / 1261950.75,444.637,47.50106788,8.73340557,"09.11.2016","03.04.2025",false,2697552.68,1261950.75
761034,22035,Verkehrsgrün überkommunal. Lind,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1930,,Schutzverfügung,Laubbaum,15,25,grosskronig,13,12,Strassenbaum,VA,NEIN,2697304.61 / 1262202.24,442.089,47.50336617,8.73016845,"09.11.2016",17.07.2025,false,2697304.61,1262202.24
761038,22153,Verkehrsgrün überkommunal. Waser,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1998,,,Laubbaum,5,20,grosskronig,3,10,Strassenbaum,VA,NEIN,2699563.10 / 1260997.64,452.792,47.49219549,8.75987117,"09.11.2016","03.12.2025",false,2699563.1,1260997.64
761042,22108,Schiessanlage Ohrbühl,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1965,,,Laubbaum,9,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2699801.10 / 1261550.44,456.522,47.4971306,8.76315269,"09.11.2016","03.12.2025",false,2699801.1,1261550.44
761050,22100,Verkehrsgrün überkommunal. Grüze,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,25,grosskronig,2,12,Strassenbaum,VA,NEIN,2699751.36 / 1261528.58,454.689,47.49694158,8.76248774,"09.11.2016","03.12.2025",false,2699751.36,1261528.58
761054,22102,Verkehrsgrün überkommunal. Grüze,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699737.01 / 1261480.12,453.874,47.49650792,8.76228659,"09.11.2016","03.12.2025",false,2699737.01,1261480.12
761058,22087,Verkehrsgrün überkommunal. Grüze,acce,Acer campestre 'Elsrijk',Kegel-Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,5,10,grosskronig,3,8,Parkbaum,VA,NEIN,2699771.88 / 1261661.07,456.527,47.49812985,8.76278973,"09.11.2016","03.12.2025",false,2699771.88,1261661.07
761062,22101,Verkehrsgrün überkommunal. Grüze,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699747.93 / 1261515.70,454.828,47.49682621,8.76243936,"09.11.2016","03.12.2025",false,2699747.93,1261515.7
761066,22124,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699786.61 / 1261536.22,455.767,47.49700488,8.76295718,"09.11.2016","03.12.2025",false,2699786.61,1261536.22
761074,22081,Verkehrsgrün kommunal. Altstadt,acpg,Acer platanoides 'Globosum',Kugelahorn. kugelförmiger Spitzahorn,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1985,,,Laubbaum,6,8,grosskronig,5,5,Strassenbaum,VA,NEIN,2697111.37 / 1261723.15,441.445,47.4990864,8.72749964,"09.11.2016","03.04.2025",false,2697111.37,1261723.15
761078,22136,Schiessanlage Ohrbühl,aehb,Aesculus hippocastanum 'Baumanii',Gefülltblühende Rosskastanie,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1980,,,Laubbaum,8,20,grosskronig,6,12,Strassenbaum,VA,NEIN,2699808.11 / 1261691.25,456.88,47.49839579,8.7632773,"09.11.2016","03.12.2025",false,2699808.11,1261691.25
761082,22137,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699809.77 / 1261702.01,457.127,47.49849227,8.7633017,"09.11.2016","03.12.2025",false,2699809.77,1261702.01
761090,22037,Verkehrsgrün überkommunal. Lind,litu,Liriodendron tulipifera ,Tulpenbaum,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1985,,Schutzverfügung,Laubbaum,17,20,grosskronig,14,12,Strassenbaum,VA,NEIN,2697291.78 / 1262217.66,442.298,47.50350678,8.73000156,"09.11.2016","03.04.2025",false,2697291.78,1262217.66
761098,22069,Verkehrsgrün kommunal. Lind,ptfr,Pterocarya fraxinifolia ,Kaukasische Flügelnuss,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1950,,Schutzverfügung,Laubbaum,17,20,grosskronig,22,12,Strassenbaum,VA,NEIN,2697996.13 / 1262025.54,448.916,47.50167446,8.73930669,"09.11.2016","03.04.2025",false,2697996.13,1262025.54
761102,22009,ST9494 (SBB),rops,Robinia pseudoacacia ,Robinie. Scheinakazie,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1980,,,Laubbaum,13,15,grosskronig,9,10,Strassenbaum,VA,NEIN,2697164.30 / 1262433.57,441.532,47.50546718,8.72835688,"09.11.2016","03.04.2025",false,2697164.3,1262433.57
761106,21967,Chli-Hegi Anlage,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,12,10,grosskronig,7,8,Strassenbaum,VA,NEIN,2701079.24 / 1262475.87,466.389,47.50525737,8.78032226,"09.11.2016","03.12.2025",false,2701079.24,1262475.87
761110,22036,Verkehrsgrün überkommunal. Lind,qurf,Quercus robur 'Fastigiata',Säulen-Eiche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1930,,Schutzverfügung,Laubbaum,32,15,grosskronig,10,8,Strassenbaum,VA,NEIN,2697299.23 / 1262214.87,442.09,47.50348059,8.73009985,"09.11.2016","03.04.2025",false,2697299.23,1262214.87
761114,22094,Verkehrsgrün überkommunal. Grüze,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2699784.05 / 1261753.42,456.832,47.49895846,8.76297195,"09.11.2016","03.12.2025",false,2699784.05,1261753.42
761118,22133,Schiessanlage Ohrbühl,aehb,Aesculus hippocastanum 'Baumanii',Gefülltblühende Rosskastanie,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1965,,,Laubbaum,10,20,grosskronig,7,12,Strassenbaum,VA,NEIN,2699812.00 / 1261670.00,456.642,47.49820412,8.76332407,"09.11.2016","03.12.2025",false,2699812,1261670
761134,22017,Verkehrsgrün kommunal. Lind,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,1910,,,Laubbaum,20,25,grosskronig,16,12,Strassenbaum,VA,NEIN,2697322.04 / 1262581.88,446.38,47.50677755,8.73048264,"09.11.2016",21.06.2025,false,2697322.04,1262581.88
761138,22103,Verkehrsgrün überkommunal. Grüze,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,4,25,grosskronig,2,12,Strassenbaum,VA,NEIN,2699783.12 / 1261643.96,456.712,47.49797434,8.76293507,"09.11.2016","03.12.2025",false,2699783.12,1261643.96
761146,22148,Verkehrsgrün überkommunal. Waser,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1998,,,Laubbaum,5,20,grosskronig,3,10,Strassenbaum,VA,NEIN,2699561.99 / 1260974.86,452.59,47.49199081,8.75985137,"09.11.2016","03.12.2025",false,2699561.99,1260974.86
761150,21963,Hegi Eulach Flussstreifen,jure,Juglans regia ,Echte Walnuss,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1975,,,Laubbaum,17,20,grosskronig,12,12,Strassenbaum,VA,NEIN,2700754.89 / 1262473.41,464.125,47.50528507,8.77601733,"09.11.2016","03.12.2025",false,2700754.89,1262473.41
761154,22132,Schiessanlage Ohrbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1965,,,Laubbaum,10,20,grosskronig,8,12,Strassenbaum,VA,NEIN,2699803.60 / 1261696.90,457.145,47.49844723,8.76321864,"09.11.2016","03.12.2025",false,2699803.6,1261696.9
761162,22023,Verkehrsgrün überkommunal. Altstadt,pape,Parrotia persica ,Eisenholzbaum. Parrotie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1965,,,Laubbaum,13,4,grosskronig,12,8,Strassenbaum,VA,NEIN,2697506.67 / 1261638.94,444.044,47.49827069,8.73272681,"09.11.2016","03.04.2025",false,2697506.67,1261638.94
761170,21968,Chli-Hegi Anlage,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,13,10,grosskronig,9,8,Strassenbaum,VA,NEIN,2701084.80 / 1262474.61,466.416,47.50524517,8.78039576,"09.11.2016","03.12.2025",false,2701084.8,1262474.61
761178,25086,Verkehrsgrün überkommunal. Blumenau,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2014,,,Laubbaum,6,20,grosskronig,3,12,Strassenbaum,VA,NEIN,2695958.20 / 1262573.60,431.6,47.5069036,8.71238048,"09.11.2016","03.04.2025",false,2695958.2,1262573.6
761181,25004,Verkehrsgrün überkommunal. Neuwiesen,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2014,,,Laubbaum,12,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2696592.51 / 1262279.95,435.484,47.50416996,8.72073518,"09.11.2016",28.06.2025,false,2696592.51,1262279.95
761185,25101,Verkehrsgrün kommunal. Heiligberg,gltr,Gleditsia triacanthos ,Amerikanische Gleditschie. Lederhülsenbaum,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2014,,,Laubbaum,9,20,grosskronig,7,12,Strassenbaum,VA,NEIN,2696800.38 / 1261551.12,439.87,47.49758524,8.72333553,"09.11.2016",23.09.2025,false,2696800.38,1261551.12
761189,24993,SH Steinacker,sodo,Sorbus domestica ,Speierling,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2001,,,Laubbaum,4,8,grosskronig,3,8,Parkbaum,VA,NEIN,2699200.86 / 1260144.38,453.122,47.48457713,8.75487514,"09.11.2016","03.12.2025",false,2699200.86,1260144.38
761193,25078,Verkehrsgrün überkommunal. Blumenau,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2014,,,Laubbaum,6,20,grosskronig,3,12,Strassenbaum,VA,NEIN,2696055.40 / 1262530.70,432.35,47.50650361,8.71366124,"09.11.2016","03.04.2025",false,2696055.4,1262530.7
761196,24941,Palmstrasse,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2001,,,Laubbaum,6,25,grosskronig,4,12,Strassenbaum,VA,NEIN,2697902.04 / 1261579.64,445.886,47.49767863,8.73796008,"09.11.2016","03.12.2025",false,2697902.04,1261579.64
761203,25062,Verkehrsgrün kommunal. Neuwiesen,prac,Prunus 'Accolade' ,Frühe Zierkirsche,Stadt Winterthur,Baumpflege WEST,1,Aktiv,2014,,,Laubbaum,7,8,grosskronig,6,5,Strassenbaum,VA,NEIN,2696242.55 / 1262182.85,434.7,47.50334813,8.7160699,"09.11.2016","03.05.2025",false,2696242.55,1262182.85
761206,22275,Rosental Alterszentrum,maxs,Malus Hybride ,Zierapfel,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1955,,,Laubbaum,4,8,grosskronig,8,8,Strassenbaum,VA,NEIN,2696794.98 / 1263049.43,449.855,47.51105996,8.72358935,"09.11.2016","03.04.2025",false,2696794.98,1263049.43
761210,25123,Verkehrsgrün kommunal. Altstadt,gltr,Gleditsia triacanthos ,Amerikanische Gleditschie. Lederhülsenbaum,Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,2014,,,Laubbaum,7,20,grosskronig,8,12,Strassenbaum,VA,NEIN,2696882.30 / 1261667.10,439.3,47.49861618,8.72444779,"09.11.2016",23.09.2025,false,2696882.3,1261667.1
761213,24943,Verkehrsgrün kommunal. Deutweg,fror,Fraxinus ornus ,Manna-. Blumenesche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2000,,,Laubbaum,8,15,grosskronig,7,8,Strassenbaum,VA,NEIN,2698130.13 / 1261443.76,447.811,47.49642269,8.74095683,"09.11.2016","03.12.2025",false,2698130.13,1261443.76
761217,25039,Hornusserplatz Anlage,pote,Populus tremula ,Espe. Zitterpappel,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1980,,,Laubbaum,21,25,grosskronig,14,12,Parkbaum,VA,NEIN,2694677.13 / 1259589.84,,47.480257,8.69474487,"09.11.2016","03.12.2025",false,2694677.13,1259589.84
761220,24984,Mattenbach (Endliker),saal,Salix alba ,Silberweide,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,2001,,,Laubbaum,18,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2698762.37 / 1260378.53,449.5,47.48674878,8.74911001,"09.11.2016","03.12.2025",false,2698762.37,1260378.53
761224,40466,Verkehrsgrün kommunal. Dättnau,tico,Tilia cordata ,Winterlinde,Stadt Winterthur,Baumpflege SÜD,1,Aktiv,2014,,,Laubbaum,7,25,grosskronig,5,12,Strassenbaum,VA,NEIN,2694413.00 / 1260126.45,479.8,47.48512059,8.6913547,"09.11.2016","03.12.2025",false,2694413,1260126.45
761231,22525,Eulachpark,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,12,10,grosskronig,9,8,Parkbaum,VA,NEIN,2699707.80 / 1262465.42,457.194,47.50537285,8.76211933,"09.11.2016","03.12.2025",false,2699707.8,1262465.42
761235,22428,Eulachpark Nord,acsa,Acer saccharinum ,Silberahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,18,20,grosskronig,14,12,Strassenbaum,VA,NEIN,2699665.61 / 1262545.64,457.434,47.50610062,8.76157746,"09.11.2016","03.12.2025",false,2699665.61,1262545.64
761247,22426,Eulachpark Nord,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,19,15,grosskronig,10,8,Strassenbaum,VA,NEIN,2699635.75 / 1262561.11,457.409,47.50624428,8.76118459,"09.11.2016","03.12.2025",false,2699635.75,1262561.11
761251,22524,Eulachpark,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,15,10,grosskronig,11,8,Strassenbaum,VA,NEIN,2699704.74 / 1262465.20,457.254,47.50537127,8.76207871,"09.11.2016","03.12.2025",false,2699704.74,1262465.2
761255,22423,Eulachpark Nord,acsa,Acer saccharinum ,Silberahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,19,20,grosskronig,16,12,Strassenbaum,VA,NEIN,2699605.73 / 1262578.85,457.385,47.50640834,8.76079015,"09.11.2016","03.12.2025",false,2699605.73,1262578.85
761259,22420,Eulachpark Nord,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,15,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2699604.38 / 1262598.13,456.923,47.50658193,8.76077649,"09.11.2016","03.12.2025",false,2699604.38,1262598.13
761263,22424,Eulachpark Nord,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,17,20,grosskronig,10,10,Strassenbaum,VA,NEIN,2699614.04 / 1262574.90,457.211,47.50637154,8.76089951,"09.11.2016","03.12.2025",false,2699614.04,1262574.9
761267,22585,Juchpark,acpt,Acer palmatum 'Atropurpureum',Rotblättriger Japanischer Fächerahorn,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1930,,,Laubbaum,8,8,grosskronig,8,5,Parkbaum,VA,NEIN,2696622.15 / 1262578.65,436.246,47.50685175,8.72119327,"09.11.2016","03.04.2025",false,2696622.15,1262578.65
761271,22577,Juchpark,fasf,Fagus sylvatica 'Fastigiata',Säulenförmige Rotbuche,Stadt Winterthur,Baumpflege WEST,2,Aktiv,2000,,,Laubbaum,14,25,grosskronig,5,10,Strassenbaum,VA,NEIN,2696673.49 / 1262561.26,-4781.5535,47.50668782,8.72187084,"09.11.2016","03.04.2025",false,2696673.49,1262561.26
761275,22416,Eulachpark Nord,acsa,Acer saccharinum ,Silberahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,23,20,grosskronig,22,12,Strassenbaum,VA,NEIN,2699664.89 / 1262589.18,458.185,47.50649227,8.76157754,"09.11.2016","03.12.2025",false,2699664.89,1262589.18
761279,22264,Rosental Alterszentrum,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1982,,,Laubbaum,15,25,grosskronig,8,12,Strassenbaum,VA,NEIN,2696786.06 / 1263010.43,445.924,47.51071049,8.72346242,"09.11.2016","03.04.2025",false,2696786.06,1263010.43
761287,22242,Verkehrsgrün kommunal. Lind,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1965,,,Laubbaum,14,20,grosskronig,12,10,Strassenbaum,VA,NEIN,2696994.98 / 1262625.39,439.213,47.50721718,8.72615158,"09.11.2016","03.04.2025",false,2696994.98,1262625.39
761291,22223,Verkehrsgrün kommunal. Lind,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1930,,,Laubbaum,22,20,grosskronig,13,12,Strassenbaum,VA,NEIN,2697846.24 / 1262439.63,461.532,47.50542059,8.73740844,"09.11.2016","03.04.2025",false,2697846.24,1262439.63
761295,22291,Rosental Alterszentrum,pape,Parrotia persica ,Eisenholzbaum. Parrotie,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1982,,,Laubbaum,10,4,grosskronig,5,8,Strassenbaum,VA,NEIN,2696697.56 / 1262985.39,445.919,47.51049834,8.7222824,"09.11.2016","03.04.2025",false,2696697.56,1262985.39
761303,25553,Verkehrsgrün kommunal. Grüze,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,2004,,,Laubbaum,7,20,grosskronig,3,10,Strassenbaum,VA,NEIN,2699523.95 / 1260987.46,452.764,47.49210988,8.75934952,"09.11.2016","03.12.2025",false,2699523.95,1260987.46
761307,22273,Rosental Alterszentrum,sodo,Sorbus domestica ,Speierling,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1982,,,Laubbaum,8,8,grosskronig,8,8,Strassenbaum,VA,NEIN,2696805.38 / 1263044.65,448.392,47.51101545,8.72372636,"09.11.2016","03.04.2025",false,2696805.38,1263044.65
761311,22259,Rosental Alterszentrum,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1982,,,Laubbaum,16,25,grosskronig,12,12,Strassenbaum,VA,NEIN,2696764.26 / 1263006.68,445.335,47.51068004,8.72317224,"09.11.2016","03.04.2025",false,2696764.26,1263006.68
761315,22202,Verkehrsgrün kommunal. Lind,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1980,,,Laubbaum,14,20,grosskronig,11,10,Strassenbaum,VA,NEIN,2697205.85 / 1262451.25,0.178,47.50562006,8.72891218,"09.11.2016","03.04.2025",false,2697205.85,1262451.25
761319,22287,Rosental Alterszentrum,pape,Parrotia persica ,Eisenholzbaum. Parrotie,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1993,,,Laubbaum,10,4,grosskronig,5,8,Strassenbaum,VA,NEIN,2696690.29 / 1262998.73,445.996,47.51061938,8.72218882,"09.11.2016","03.04.2025",false,2696690.29,1262998.73
761323,22177,Verkehrsgrün kommunal. Waldegg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1998,,,Laubbaum,12,25,grosskronig,5,12,Strassenbaum,VA,NEIN,2699372.50 / 1259994.40,460.806,47.48320247,8.75711874,"09.11.2016","03.12.2025",false,2699372.5,1259994.4
